"game_id","week","year","home","away","home_tds","home_fgs","away_tds","away_fgs"
401411160,11,2022,"Georgia Tech","Miami",2,0,4,0
401411161,11,2022,"NC State","Boston College",2,2,3,0
401411162,11,2022,"Syracuse","Florida State",0,1,5,1
401411163,11,2022,"Virginia","Pittsburgh",1,0,2,3
401411164,11,2022,"Wake Forest","North Carolina",5,0,5,1
401411165,12,2022,"Clemson","Miami",5,1,1,1
401411166,12,2022,"Florida State","Louisiana",7,0,2,1
401411167,12,2022,"Louisville","NC State",1,4,1,1
401411168,12,2022,"North Carolina","Georgia Tech",2,1,3,0
401411169,12,2022,"Pittsburgh","Duke",2,2,4,0
401411171,12,2022,"Wake Forest","Syracuse",5,1,5,0
401411172,13,2022,"North Carolina","NC State",3,2,3,3
401411173,13,2022,"Boston College","Syracuse",3,1,4,2
401411174,13,2022,"Duke","Wake Forest",4,2,4,1
401411175,13,2022,"Miami","Pittsburgh",2,1,6,0
401413203,1,2022,"Chattanooga","Wofford",0,0,0,0
401413205,4,2022,"Kennesaw State","Wofford",0,0,0,0
401413206,5,2022,"Wofford","Mercer",0,0,0,0
401413207,6,2022,"Samford","Wofford",0,0,0,0
401413208,7,2022,"Wofford","The Citadel",0,0,0,0
401413209,9,2022,"Wofford","East Tennessee State",0,0,0,0
401413210,10,2022,"Western Carolina","Wofford",0,0,0,0
401413211,11,2022,"Wofford","VMI",0,0,0,0
401413212,12,2022,"Furman","Wofford",0,0,0,0
