"game_id","week","year","home","away","home_tds","home_fgs","away_tds","away_fgs"
401540220,2,2023,"Utah Tech","Montana",0,0,0,0
401540221,3,2023,"Northern Arizona","Utah Tech",0,0,0,0
401540222,4,2023,"Missouri State","Utah Tech",0,0,0,0
401540225,1,2023,"Cal Poly","San Diego",0,0,0,0
401540227,4,2023,"Portland State","Cal Poly",0,0,0,0
401540228,5,2023,"Cal Poly","UC Davis",0,0,0,0
401540235,1,2023,"North Dakota State","Eastern Washington",0,0,0,0
401540236,3,2023,"Eastern Washington","Southeastern Louisiana",0,0,0,0
401540237,4,2023,"UC Davis","Eastern Washington",0,0,0,0
401540238,5,2023,"Eastern Washington","Idaho",0,0,0,0
401540244,1,2023,"Lamar","Idaho",0,0,0,0
401540245,4,2023,"Idaho","Sacramento State",0,0,0,0
401540253,5,2023,"Montana","Idaho State",0,0,0,0
401540258,1,2023,"Montana","Butler",0,0,0,0
401540260,4,2023,"Northern Arizona","Montana",0,0,0,0
401540266,2,2023,"South Dakota State","Montana State",0,0,0,0
401540267,3,2023,"Montana State","Stetson",0,0,0,0
401540268,4,2023,"Weber State","Montana State",0,0,0,0
401540269,5,2023,"Montana State","Portland State",0,0,0,0
401540272,2,2023,"North Dakota","Northern Arizona",0,0,0,0
401540273,5,2023,"Sacramento State","Northern Arizona",0,0,0,0
401540278,1,2023,"Abilene Christian","Northern Colorado",0,0,0,0
401540279,2,2023,"Northern Colorado","Incarnate Word",0,0,0,0
401540280,5,2023,"Northern Colorado","Weber State",0,0,0,0
401540283,3,2023,"Portland State","North American University",0,0,0,0
401540285,1,2023,"Nicholls","Sacramento State",0,0,0,0
401540286,2,2023,"Sacramento State","Texas A&M-Commerce",0,0,0,0
401540290,3,2023,"Bryant","Brown",0,0,0,0
401540291,4,2023,"Harvard","Brown",0,0,0,0
401540299,1,2023,"Indiana State","Eastern Illinois",0,0,0,0
401540300,5,2023,"Murray State","Indiana State",0,0,0,0
401540307,4,2023,"Yale","Cornell",0,0,0,0
401540308,5,2023,"Cornell","Colgate",0,0,0,0
401540309,6,2023,"Harvard","Cornell",0,0,0,0
401540310,2,2023,"Northern Iowa","Weber State",0,0,0,0
401540312,2,2023,"The Citadel","Campbell",0,0,0,0
401540313,3,2023,"Monmouth","Campbell",0,0,0,0
401540314,4,2023,"Campbell","Elon",0,0,0,0
401540323,1,2023,"Stony Brook","Delaware",0,0,0,0
401540334,3,2023,"New Hampshire","Dartmouth",0,0,0,0
401540335,5,2023,"Pennsylvania","Dartmouth",0,0,0,0
401540346,2,2023,"UT Martin","Missouri State",0,0,0,0
401540347,5,2023,"Southern Illinois","Missouri State",0,0,0,0
401540355,3,2023,"UT Martin","Houston Christian",0,0,0,0
401540356,4,2023,"Southeastern Louisiana","Houston Christian",0,0,0,0
401540357,5,2023,"Houston Christian","Lamar",0,0,0,0
401540363,1,2023,"Murray State","Presbyterian College",0,0,0,0
401540369,1,2023,"North Dakota","Drake",0,0,0,0
401540370,5,2023,"South Dakota State","North Dakota",0,0,0,0
401540375,3,2023,"South Dakota","Lamar",0,0,0,0
401540376,4,2023,"Lamar","Lincoln University (CA)",0,0,0,0
401540383,2,2023,"North Dakota State","Maine",0,0,0,0
401540384,5,2023,"North Dakota State","South Dakota",0,0,0,0
401540389,3,2023,"Alcorn State","McNeese",0,0,0,0
401540390,4,2023,"Eastern Illinois","McNeese",0,0,0,0
401540391,5,2023,"McNeese","Nicholls",0,0,0,0
401540396,1,2023,"VMI","Davidson",0,0,0,0
401540398,3,2023,"Marist","Davidson",0,0,0,0
401540399,4,2023,"Davidson","St. Andrews",0,0,0,0
401540400,5,2023,"Davidson","San Diego",0,0,0,0
401540407,5,2023,"Northern Iowa","Youngstown State",0,0,0,0
401540409,3,2023,"Northwestern State","Stephen F. Austin",0,0,0,0
401540411,3,2023,"Elon","North Carolina A&T",0,0,0,0
401540412,5,2023,"Elon","William & Mary",0,0,0,0
401540422,4,2023,"Princeton","Bryant",0,0,0,0
401540430,5,2023,"Northwestern State","Eastern Illinois",0,0,0,0
401540438,5,2023,"Stephen F. Austin","Texas A&M-Commerce",0,0,0,0
401540441,2,2023,"South Dakota","St. Thomas (MN)",0,0,0,0
401540446,3,2023,"Southeast Missouri State","Southern Illinois",0,0,0,0
401540450,3,2023,"Western Illinois","Lindenwood",0,0,0,0
401540452,3,2023,"Youngstown State","Robert Morris",0,0,0,0
401540464,3,2023,"South Dakota State","Drake",0,0,0,0
401540467,4,2023,"San Diego","Dayton",0,0,0,0
401540468,5,2023,"Dayton","St. Thomas (MN)",0,0,0,0
401540471,3,2023,"Charleston Southern","William & Mary",0,0,0,0
401540472,4,2023,"Western Carolina","Charleston Southern",0,0,0,0
401540473,5,2023,"Charleston Southern","Kennesaw State",0,0,0,0
401540484,3,2023,"Tennessee State","Gardner-Webb",0,0,0,0
401540488,3,2023,"Maine","Rhode Island",0,0,0,0
401540489,4,2023,"William & Mary","Maine",0,0,0,0
401540490,5,2023,"Maine","Stony Brook",0,0,0,0
401540494,2,2023,"Southeast Missouri State","Lindenwood",0,0,0,0
401540503,2,2023,"Towson","Monmouth",0,0,0,0
401540509,5,2023,"New Hampshire","Towson",0,0,0,0
401540513,2,2023,"Drake","Northwestern (IA)",0,0,0,0
401540514,5,2023,"Morehead State","Drake",0,0,0,0
401540522,5,2023,"Marist","Stetson",0,0,0,0
401540528,2,2023,"Mercer","Morehead State",0,0,0,0
401540529,4,2023,"St. Thomas (MN)","Morehead State",0,0,0,0
401540534,1,2023,"Furman","Tennessee Tech",0,0,0,0
401540535,4,2023,"Tennessee Tech","Kennesaw State",0,0,0,0
401540542,5,2023,"UT Martin","Tennessee State",0,0,0,0
401540549,4,2023,"Villanova","Rhode Island",0,0,0,0
401540554,3,2023,"Wofford","Presbyterian College",0,0,0,0
401540555,5,2023,"Butler","Presbyterian College",0,0,0,0
401540559,3,2023,"San Diego","Princeton",0,0,0,0
401540573,4,2023,"Stony Brook","Richmond",0,0,0,0
401540581,2,2023,"Chattanooga","Kennesaw State",0,0,0,0
401540582,3,2023,"Chattanooga","The Citadel",0,0,0,0
401540583,4,2023,"Samford","Chattanooga",0,0,0,0
401540584,5,2023,"Wofford","Chattanooga",0,0,0,0
401540591,5,2023,"Samford","East Tennessee State",0,0,0,0
401540598,3,2023,"Kennesaw State","Furman",0,0,0,0
401540599,4,2023,"Furman","Mercer",0,0,0,0
401540605,2,2023,"Villanova","Colgate",0,0,0,0
401540606,5,2023,"Albany","Villanova",0,0,0,0
401540611,5,2023,"Mercer","VMI",0,0,0,0
401540616,2,2023,"William & Mary","Wofford",0,0,0,0
401540618,5,2023,"The Citadel","Western Carolina",0,0,0,0
401540625,2,2023,"Western Carolina","Samford",0,0,0,0
401540628,1,2023,"Albany","Fordham",0,0,0,0
401541630,3,2023,"Abilene Christian","Incarnate Word",0,0,0,0
401541632,5,2023,"Princeton","Columbia",0,0,0,0
401541636,2,2023,"Butler","Taylor",0,0,0,0
401544201,4,2023,"Incarnate Word","North American University",0,0,0,0
401549200,3,2023,"Colgate","Pennsylvania",0,0,0,0
